,Status checking,Duration in month,Credit history,Purpose,Credit amount,Savings account,Present employment,Installment rate %,Other debtors,Present residence,Property,Age in years,Other installment plans,Housing,# Existing credits,Job,# Dependents,Telephone,Foreign worker,Class,Male div,Female div/mar,Male sing,Male mar/wid
264,3,10,4,A40,1231,0,4,3,0,4,0,32,2,1,2,1,2,0,0,1,0,0,1,0
265,1,15,2,A43,802,0,4,4,0,3,2,37,2,1,1,2,2,0,1,2,0,0,1,0
266,3,36,4,A49,6304,4,4,4,0,4,0,36,2,1,2,2,1,0,1,1,0,0,1,0
267,3,24,2,A43,1533,0,1,4,0,3,2,38,1,1,1,2,1,1,1,1,0,1,0,0
268,0,14,2,A40,8978,0,4,1,0,4,1,45,2,1,1,3,1,1,0,2,1,0,0,0
269,3,24,2,A43,999,4,4,4,0,2,2,25,2,1,2,2,1,0,1,1,0,0,1,0
270,3,18,2,A40,2662,4,3,4,0,3,1,32,2,1,1,2,1,0,0,1,0,0,1,0
271,3,12,4,A42,1402,2,3,3,0,4,2,37,2,0,1,2,1,1,1,1,0,1,0,0
272,1,48,1,A40,12169,4,0,4,1,4,3,36,2,2,1,3,1,1,1,1,0,0,1,0
273,1,48,2,A43,3060,0,3,4,0,4,0,28,2,1,2,2,1,0,1,2,0,0,1,0
274,0,30,2,A45,11998,0,1,1,0,1,3,34,2,1,1,1,1,1,1,2,1,0,0,0
275,3,9,2,A43,2697,0,2,1,0,2,0,32,2,1,1,2,2,0,1,1,0,0,1,0
276,3,18,4,A43,2404,0,2,2,0,2,2,26,2,1,2,2,1,0,1,1,0,1,0,0
277,0,12,2,A42,1262,4,4,2,0,4,1,49,2,1,1,1,1,1,1,1,1,0,0,0
278,3,6,2,A42,4611,0,1,1,0,4,1,32,2,1,1,2,1,0,1,2,0,1,0,0
279,3,24,2,A43,1901,1,2,4,0,4,2,29,2,0,1,3,1,1,1,1,0,0,1,0
280,3,15,4,A41,3368,3,4,3,0,4,3,23,2,0,2,2,1,1,1,1,0,0,1,0
281,3,12,2,A42,1574,0,2,4,0,2,0,50,2,1,1,2,1,0,1,1,0,0,1,0
282,2,18,1,A43,1445,4,3,4,0,4,2,49,0,1,1,1,1,0,1,1,0,0,1,0
283,3,15,4,A42,1520,4,4,4,0,4,1,63,2,1,1,2,1,0,1,1,0,0,1,0
284,1,24,4,A40,3878,1,1,4,0,2,2,37,2,1,1,2,1,1,1,1,1,0,0,0
285,0,47,2,A40,10722,0,1,1,0,1,0,35,2,1,1,1,1,1,1,1,0,1,0,0
286,0,48,2,A41,4788,0,3,4,0,3,1,26,2,1,1,2,2,0,1,1,0,0,1,0
287,1,48,3,A410,7582,1,0,2,0,4,3,31,2,2,1,3,1,1,1,1,0,0,1,0
288,1,12,2,A43,1092,0,2,4,2,4,0,49,2,1,2,2,1,1,1,1,0,1,0,0
289,0,24,3,A43,1024,0,1,4,0,4,0,48,1,1,1,2,1,0,1,2,0,0,0,1
290,3,12,2,A49,1076,0,2,2,0,2,0,26,2,1,1,2,1,1,0,1,0,0,0,1
291,1,36,2,A41,9398,0,1,1,0,4,2,28,2,0,1,3,1,1,1,2,0,0,0,1
292,0,24,4,A41,6419,0,4,2,0,4,3,44,2,2,2,3,2,1,1,1,0,1,0,0
293,2,42,4,A41,4796,0,4,4,0,4,3,56,2,2,1,2,1,0,1,1,0,0,1,0
294,3,48,4,A49,7629,4,4,4,0,2,2,46,0,1,2,3,2,0,1,1,1,0,0,0
295,1,48,2,A42,9960,0,1,1,0,2,2,26,2,1,1,2,1,1,1,2,0,1,0,0
296,3,12,2,A41,4675,4,1,1,0,4,2,20,2,0,1,2,1,0,1,1,0,1,0,0
297,3,10,2,A40,1287,4,4,4,1,2,1,45,2,1,1,1,1,0,0,1,0,0,1,0
298,3,18,2,A42,2515,0,2,3,0,4,0,43,2,1,1,2,1,1,1,1,0,0,1,0
299,1,21,4,A42,2745,3,3,3,0,2,2,32,2,1,2,2,1,1,1,1,0,0,1,0
300,3,6,2,A40,672,0,0,1,0,4,0,54,2,1,1,0,1,1,1,1,0,1,0,0
301,1,36,0,A43,3804,0,2,4,0,1,2,42,2,1,1,2,1,1,1,2,0,1,0,0
302,2,24,4,A40,1344,4,3,4,0,2,0,37,0,1,2,1,2,0,1,2,0,0,1,0
303,0,10,4,A40,1038,0,3,4,1,3,1,49,2,1,2,2,1,1,1,1,0,0,1,0
304,3,48,4,A40,10127,2,2,2,0,2,3,44,0,2,1,2,1,0,1,2,0,0,1,0
305,3,6,2,A42,1543,3,2,4,0,2,0,33,2,1,1,2,1,0,1,1,1,0,0,0
306,3,30,2,A41,4811,4,3,2,0,4,1,24,1,0,1,1,1,0,1,1,0,1,0,0
307,0,12,2,A43,727,1,1,4,0,3,3,33,2,1,1,1,1,1,1,2,0,0,0,1
308,1,8,2,A42,1237,0,2,3,0,4,0,24,2,1,1,2,1,0,1,2,0,1,0,0
309,1,9,2,A40,276,0,2,4,0,4,0,22,2,0,1,1,1,0,1,1,0,0,0,1
310,1,48,2,A410,5381,4,0,3,0,4,3,40,0,2,1,0,1,1,1,1,0,0,1,0
311,3,24,2,A42,5511,1,2,4,0,1,2,25,1,1,1,2,1,0,1,1,0,0,1,0
312,2,24,2,A42,3749,0,1,2,0,4,2,26,2,1,1,2,1,0,1,1,0,1,0,0
313,1,12,2,A40,685,0,3,2,0,3,2,25,0,1,1,1,1,0,1,2,0,0,0,1
314,2,4,2,A40,1494,4,1,1,0,2,0,29,2,1,1,1,2,0,0,1,0,0,1,0
315,0,36,1,A42,2746,0,4,4,0,4,2,31,0,1,1,2,1,0,1,2,0,0,1,0
316,0,12,2,A42,708,0,2,2,2,3,1,38,2,1,1,1,2,0,1,1,0,0,1,0
317,1,24,2,A42,4351,4,2,1,0,4,1,48,2,1,1,1,1,1,1,1,0,1,0,0
318,3,12,4,A46,701,0,2,4,0,2,2,32,2,1,2,2,1,0,1,1,0,0,1,0
319,0,15,3,A42,3643,0,4,1,0,4,1,27,2,1,2,1,1,0,1,1,0,1,0,0
320,1,30,4,A40,4249,0,0,4,0,2,2,28,2,1,2,3,1,0,1,2,0,0,0,1
321,0,24,2,A43,1938,0,1,4,0,3,1,32,2,1,1,2,1,0,1,2,1,0,0,0
322,0,24,2,A41,2910,0,3,2,0,1,3,34,2,2,1,3,1,1,1,1,0,0,1,0
323,0,18,2,A42,2659,3,2,4,0,2,2,28,2,1,1,2,1,0,1,1,0,0,1,0
324,3,18,4,A40,1028,0,2,4,0,3,0,36,2,1,2,2,1,0,1,1,0,1,0,0
325,0,8,4,A40,3398,0,3,1,0,4,0,39,2,1,2,1,1,0,0,1,0,0,1,0
326,3,12,4,A42,5801,4,4,2,0,4,1,49,2,0,1,2,1,1,1,1,0,0,1,0
327,3,24,2,A40,1525,3,3,4,0,3,2,34,2,1,1,2,2,1,1,1,0,1,0,0
328,2,36,2,A43,4473,0,4,4,0,2,2,31,2,1,1,2,1,0,1,1,0,0,1,0
329,1,6,2,A43,1068,0,4,4,0,4,2,28,2,1,1,2,2,0,1,1,0,0,1,0
330,0,24,4,A41,6615,0,0,2,0,4,3,75,2,2,2,3,1,1,1,1,0,0,1,0
331,3,18,4,A46,1864,1,2,4,0,2,0,30,2,1,2,2,1,0,1,2,0,1,0,0
332,1,60,2,A40,7408,1,1,4,0,2,1,24,2,1,1,3,1,0,1,2,0,1,0,0
333,3,48,4,A41,11590,1,2,2,0,4,2,24,0,0,2,1,1,0,1,2,0,1,0,0
334,0,24,0,A42,4110,0,4,3,0,4,3,23,0,0,2,2,2,0,1,2,0,0,1,0
335,0,6,4,A42,3384,0,2,1,0,4,0,44,2,0,1,3,1,1,1,2,1,0,0,0
336,1,13,2,A43,2101,0,1,2,2,4,1,23,2,1,1,1,1,0,1,1,0,1,0,0
337,0,15,2,A44,1275,4,2,4,0,2,2,24,2,0,1,2,1,0,1,2,0,1,0,0
338,0,24,2,A42,4169,0,2,4,0,4,1,28,2,1,1,2,1,0,1,1,0,0,1,0
339,1,10,2,A42,1521,0,2,4,0,2,2,31,2,1,1,1,1,0,1,1,1,0,0,0
340,1,24,4,A46,5743,0,1,2,0,4,3,24,2,2,2,2,1,1,1,1,0,1,0,0
341,0,21,2,A42,3599,0,3,1,0,4,2,26,2,0,1,1,1,0,1,1,0,1,0,0
342,1,18,2,A43,3213,2,1,1,0,3,0,25,2,0,1,2,1,0,1,1,0,0,0,1
343,1,18,2,A49,4439,0,4,1,1,1,0,33,0,1,1,3,1,1,1,1,0,0,1,0
344,2,10,2,A40,3949,0,1,1,2,1,1,37,2,1,1,1,2,0,1,1,0,0,1,0
345,3,15,4,A43,1459,0,2,4,0,2,2,43,2,1,1,1,1,0,1,1,0,1,0,0
346,1,13,4,A43,882,0,1,4,2,4,0,23,2,1,2,2,1,0,1,1,0,0,1,0
347,1,24,2,A43,3758,2,0,1,0,4,3,23,2,0,1,0,1,0,1,1,0,1,0,0
348,3,6,3,A49,1743,1,2,1,0,2,0,34,2,1,2,1,1,0,1,1,0,0,1,0
349,1,9,4,A46,1136,3,4,4,0,3,3,32,2,2,2,2,2,0,1,2,0,0,1,0
350,3,9,2,A44,1236,0,1,1,0,4,0,23,2,0,1,2,1,1,1,1,0,1,0,0
351,1,9,2,A42,959,0,2,1,0,2,2,29,2,1,1,2,1,0,0,2,0,1,0,0
352,3,18,4,A41,3229,4,0,2,0,4,3,38,2,1,1,3,1,1,1,1,0,0,1,0
353,0,12,0,A43,6199,0,2,4,0,2,1,28,2,0,2,2,1,1,1,2,0,0,1,0
354,3,10,2,A46,727,2,4,4,0,4,3,46,2,2,1,2,1,1,1,1,0,0,1,0
355,1,24,2,A40,1246,0,1,4,0,2,0,23,1,1,1,1,1,0,1,2,0,0,1,0
356,3,12,4,A43,2331,4,4,1,1,4,0,49,2,1,1,2,1,1,1,1,0,0,1,0
357,3,36,3,A43,4463,0,2,4,0,2,2,26,2,1,2,3,1,1,1,2,0,0,1,0
358,3,12,2,A43,776,0,2,4,0,2,0,28,2,1,1,2,1,0,1,1,0,0,0,1
359,0,30,2,A42,2406,0,3,4,0,4,0,23,2,0,1,2,1,0,1,2,0,1,0,0
360,1,18,2,A46,1239,4,2,4,0,4,3,61,2,2,1,2,1,0,1,1,0,0,1,0
361,2,12,2,A43,3399,4,4,2,0,3,2,37,2,1,1,3,1,0,1,1,0,0,1,0
362,2,12,3,A40,2247,0,2,2,0,2,2,36,1,1,2,2,1,1,1,1,0,1,0,0
363,3,6,2,A42,1766,0,2,1,0,2,1,21,2,0,1,2,1,0,1,1,0,0,0,1
364,0,18,2,A42,2473,0,0,4,0,1,2,25,2,1,1,0,1,0,1,2,0,0,1,0
365,3,12,2,A49,1542,0,3,2,0,4,2,36,2,1,1,2,1,1,1,1,0,0,1,0
366,3,18,4,A41,3850,0,3,3,0,1,2,27,2,1,2,2,1,0,1,1,0,0,1,0
367,0,18,2,A42,3650,0,1,1,0,4,2,22,2,0,1,2,1,0,1,1,0,1,0,0
368,0,36,2,A42,3446,0,4,4,0,2,2,42,2,1,1,2,2,0,1,2,0,0,1,0
369,1,18,2,A42,3001,0,3,2,0,4,0,40,2,0,1,2,1,0,1,1,0,1,0,0
370,3,36,2,A40,3079,4,2,4,0,4,0,36,2,1,1,2,1,0,1,1,0,0,1,0
371,3,18,4,A43,6070,0,4,3,0,4,2,33,2,1,2,2,1,1,1,1,0,0,1,0
372,3,10,4,A42,2146,0,1,1,0,3,0,23,2,0,2,2,1,0,1,1,0,1,0,0
373,3,60,4,A40,13756,4,4,2,0,4,3,63,0,2,1,3,1,1,1,1,0,0,1,0
374,1,60,1,A410,14782,1,4,3,0,4,3,60,0,2,2,3,1,1,1,2,0,1,0,0
375,0,48,1,A49,7685,0,3,2,2,4,2,37,2,0,1,2,1,0,1,2,0,1,0,0
376,3,18,3,A43,2320,0,0,2,0,3,0,34,2,1,2,2,1,0,1,1,0,0,0,1
377,3,7,3,A43,846,4,4,3,0,4,3,36,2,2,1,2,1,0,1,1,0,0,1,0
378,1,36,2,A40,14318,0,4,4,0,2,3,57,2,2,1,3,1,1,1,2,0,0,1,0
379,3,6,4,A40,362,1,2,4,0,4,2,52,2,1,2,1,1,0,1,1,0,1,0,0
380,0,20,2,A42,2212,4,3,4,0,4,2,39,2,1,1,2,1,1,1,1,0,0,1,0
381,1,18,2,A41,12976,0,0,3,0,4,3,38,2,2,1,3,1,1,1,2,0,1,0,0
382,3,22,2,A40,1283,4,3,4,0,4,1,25,2,0,1,2,1,0,1,1,0,1,0,0
383,2,12,2,A40,1330,0,1,4,0,1,0,26,2,1,1,2,1,0,1,1,0,0,1,0
384,3,30,3,A49,4272,1,2,2,0,2,1,26,2,1,2,1,1,0,1,1,0,0,1,0
385,3,18,4,A43,2238,0,2,2,0,1,2,25,2,1,2,2,1,0,1,1,0,1,0,0
386,3,18,2,A43,1126,4,1,4,0,2,0,21,2,0,1,2,1,1,1,1,0,1,0,0
387,1,18,4,A42,7374,0,0,4,0,4,1,40,1,1,2,3,1,1,1,1,0,0,1,0
388,1,15,4,A49,2326,2,2,2,0,4,2,27,0,1,1,2,1,0,1,1,0,0,1,0
389,3,9,2,A49,1449,0,3,3,0,2,2,27,2,1,2,2,1,0,1,1,0,1,0,0
390,3,18,2,A40,1820,0,2,2,0,2,1,30,2,1,1,3,1,1,1,1,0,0,0,1
391,1,12,2,A42,983,3,1,1,0,4,0,19,2,0,1,1,1,0,1,1,0,1,0,0
392,0,36,2,A40,3249,0,3,2,0,4,3,39,0,2,1,3,2,1,1,1,0,0,1,0
393,0,6,4,A43,1957,0,3,1,0,4,2,31,2,1,1,2,1,0,1,1,0,1,0,0
394,3,9,4,A42,2406,0,0,2,0,3,2,31,2,1,1,3,1,0,1,1,0,0,1,0
395,1,39,3,A46,11760,1,3,2,0,3,3,32,2,0,1,2,1,1,1,1,0,0,1,0
396,0,12,2,A42,2578,0,0,3,0,4,3,55,2,2,1,3,1,0,1,1,0,1,0,0
397,0,36,4,A42,2348,0,2,3,0,2,1,46,2,1,2,2,1,1,1,1,0,0,0,1
398,1,12,2,A40,1223,0,4,1,0,1,0,46,2,0,2,2,1,0,1,2,1,0,0,0
399,3,24,4,A43,1516,3,2,4,0,1,0,43,2,1,2,1,1,0,1,1,0,1,0,0
400,3,18,2,A43,1473,0,1,3,0,4,0,39,2,1,1,2,1,1,1,1,0,0,0,1
401,1,18,4,A49,1887,4,2,4,0,4,0,28,0,1,2,2,1,0,1,1,0,0,0,1
402,3,24,3,A49,8648,0,1,2,0,2,2,27,0,1,2,2,1,1,1,2,0,0,1,0
403,3,14,3,A40,802,0,2,4,0,2,2,27,2,1,2,1,1,0,1,1,0,0,1,0
404,1,18,3,A40,2899,4,4,4,0,4,2,43,2,1,1,2,2,0,1,1,0,0,1,0
405,1,24,2,A43,2039,0,1,1,0,1,1,22,2,1,1,2,1,1,1,2,0,0,0,1
406,3,24,4,A41,2197,4,3,4,0,4,2,43,2,1,2,2,2,1,1,1,0,0,1,0
407,0,15,2,A43,1053,0,1,4,0,2,0,27,2,1,1,2,1,0,0,1,0,0,0,1
408,3,24,2,A43,3235,2,4,3,0,2,2,26,2,1,1,3,1,1,1,1,1,0,0,0
409,2,12,4,A40,939,2,3,4,0,2,0,28,2,1,3,2,1,1,1,2,0,0,0,1
410,1,24,2,A43,1967,0,4,4,0,4,2,20,2,1,1,2,1,1,1,1,0,1,0,0
411,3,33,4,A41,7253,0,3,3,0,2,2,35,2,1,2,3,1,1,1,1,0,0,1,0
412,3,12,4,A49,2292,0,0,4,0,2,2,42,1,1,2,3,1,1,1,2,0,0,1,0
413,3,10,2,A40,1597,2,2,3,0,2,3,40,2,0,1,1,2,0,0,1,0,0,1,0
414,0,24,2,A40,1381,4,2,4,0,2,1,35,2,1,1,2,1,0,1,2,0,1,0,0
415,3,36,4,A41,5842,0,4,2,0,2,1,35,2,1,2,2,2,1,1,1,0,0,1,0
416,0,12,2,A40,2579,0,1,4,0,1,0,33,2,1,1,1,2,0,1,2,0,0,1,0
417,0,18,3,A46,8471,4,2,1,0,2,2,23,2,0,2,2,1,1,1,1,0,1,0,0
418,3,21,2,A40,2782,2,3,1,0,2,2,31,0,1,1,3,1,0,1,1,0,1,0,0
419,1,18,2,A40,1042,4,2,4,0,2,1,33,2,1,1,2,1,0,1,2,0,1,0,0
420,3,15,2,A40,3186,3,3,2,0,3,2,20,2,0,1,2,1,0,1,1,0,1,0,0
421,1,12,2,A41,2028,4,2,4,0,2,2,30,2,1,1,2,1,0,1,1,0,0,1,0
422,1,12,4,A40,958,0,3,2,0,3,0,47,2,1,2,1,2,0,1,1,0,0,1,0
423,3,21,3,A42,1591,1,3,4,0,3,0,34,2,1,2,3,1,0,1,1,0,0,1,0
424,1,12,2,A42,2762,4,4,1,0,2,1,25,0,1,1,2,1,1,1,2,0,1,0,0
425,1,18,2,A41,2779,0,2,1,0,3,2,21,2,0,1,2,1,1,1,1,0,0,0,1
426,3,28,4,A43,2743,0,4,4,0,2,2,29,2,1,2,2,1,0,1,1,0,0,1,0
427,3,18,4,A43,1149,3,2,4,0,3,0,46,2,1,2,2,1,0,1,1,0,0,1,0
428,3,9,2,A42,1313,0,4,1,0,4,2,20,2,1,1,2,1,0,1,1,0,0,1,0
429,0,18,4,A45,1190,0,0,2,0,4,3,55,2,2,3,0,2,0,1,2,0,1,0,0
430,3,5,2,A49,3448,0,3,1,0,4,0,74,2,1,1,1,1,0,1,1,0,0,1,0
431,1,24,2,A410,11328,0,2,2,1,3,2,29,0,1,2,3,1,1,1,2,0,0,1,0
432,0,6,4,A42,1872,0,0,4,0,4,3,36,2,2,3,3,1,1,1,1,0,0,1,0
433,3,24,4,A45,2058,0,2,4,0,2,0,33,2,1,2,2,1,1,1,1,1,0,0,0
434,0,9,2,A42,2136,0,2,3,0,2,0,25,2,1,1,2,1,0,1,1,0,0,1,0
435,1,12,2,A43,1484,4,2,2,0,1,0,25,2,1,1,2,1,1,1,2,0,0,0,1
436,3,6,2,A45,660,2,3,2,0,4,0,23,2,0,1,1,1,0,1,1,0,0,0,1
437,3,24,4,A40,1287,3,4,4,0,4,0,37,2,1,2,2,1,1,1,1,0,1,0,0
438,0,42,4,A45,3394,0,0,4,1,4,2,65,2,1,2,0,1,0,1,1,0,0,1,0
439,2,12,1,A49,609,0,1,4,0,1,0,26,2,1,1,0,1,0,1,2,0,1,0,0
440,3,12,2,A40,1884,0,4,4,0,4,2,39,2,1,1,3,1,1,1,1,0,0,1,0
441,0,12,2,A42,1620,0,2,2,1,3,1,30,2,1,1,2,1,0,1,1,0,1,0,0
442,1,20,3,A410,2629,0,2,2,0,3,2,29,0,1,2,2,1,1,1,1,0,0,1,0
443,3,12,2,A46,719,0,4,4,0,4,2,41,0,1,1,1,2,0,1,2,0,0,1,0
444,1,48,4,A42,5096,0,2,2,0,3,2,30,2,1,1,3,1,1,1,2,0,1,0,0
445,3,9,4,A46,1244,4,4,4,0,4,1,41,2,0,2,1,1,0,1,1,0,1,0,0
446,0,36,2,A40,1842,0,1,4,0,4,2,34,2,1,1,2,1,1,1,2,0,1,0,0
447,1,7,2,A43,2576,0,2,2,2,2,0,35,2,1,1,2,1,0,1,1,0,0,1,0
448,2,12,2,A42,1424,4,4,3,0,4,0,55,2,1,1,3,1,1,1,1,0,1,0,0
449,1,15,3,A45,1512,3,2,3,0,3,1,61,1,1,2,2,1,0,1,2,0,0,0,1
450,3,36,4,A41,11054,4,2,4,0,2,2,30,2,1,1,3,1,1,1,1,0,0,1,0
451,3,6,2,A43,518,0,2,3,0,1,0,29,2,1,1,2,1,0,1,1,0,1,0,0
452,3,12,0,A42,2759,0,4,2,0,4,1,34,2,1,2,2,1,0,1,1,0,0,1,0
453,3,24,2,A41,2670,0,4,4,0,4,2,35,2,1,1,3,1,1,1,1,0,0,1,0
454,0,24,2,A40,4817,0,3,2,1,3,1,31,2,1,1,2,1,1,1,2,0,0,1,0
455,3,24,2,A41,2679,0,1,4,0,1,3,29,2,1,1,3,1,1,1,1,0,1,0,0
456,0,11,4,A40,3905,0,2,2,0,2,0,36,2,0,2,2,2,0,1,1,0,0,1,0
457,0,12,2,A41,3386,0,4,3,0,4,3,35,2,2,1,2,1,1,1,2,0,0,1,0
458,0,6,2,A44,343,0,1,4,0,1,0,27,2,1,1,2,1,0,1,1,0,1,0,0
459,3,18,2,A43,4594,0,1,3,0,2,2,32,2,1,1,2,1,1,1,1,0,0,1,0
460,0,36,2,A42,3620,0,2,1,2,2,1,37,2,1,1,2,2,0,1,1,0,0,1,0
461,0,15,2,A40,1721,0,1,2,0,3,0,36,2,1,1,2,1,0,1,1,0,0,1,0
462,1,12,2,A42,3017,0,1,3,0,1,0,34,2,0,1,3,1,0,1,1,0,1,0,0
463,1,12,2,A48,754,4,4,4,0,4,1,38,2,1,2,2,1,0,1,1,0,0,1,0
464,3,18,2,A49,1950,0,3,4,0,1,2,34,1,1,2,2,1,1,1,1,0,0,1,0
465,0,24,2,A41,2924,0,2,3,2,4,3,63,0,1,1,2,2,1,1,1,0,0,1,0
466,0,24,3,A43,1659,0,1,4,0,2,2,29,2,0,1,1,1,1,1,2,0,1,0,0
467,3,48,3,A43,7238,4,4,3,0,3,2,32,0,1,2,2,2,0,1,1,0,0,1,0
468,3,33,3,A49,2764,0,2,2,0,2,2,26,2,1,2,2,1,1,1,1,0,1,0,0
469,3,24,3,A41,4679,0,3,3,0,3,2,35,2,1,2,1,1,1,1,1,0,0,1,0
470,1,24,2,A43,3092,1,1,3,0,2,2,22,2,0,1,2,1,1,1,2,0,0,0,1
471,0,6,2,A46,448,0,1,4,0,4,1,23,2,1,1,2,1,0,1,2,0,1,0,0
472,0,9,2,A40,654,0,2,4,0,3,2,28,2,1,1,1,1,0,1,2,0,0,1,0
473,3,6,2,A48,1238,4,0,4,0,4,1,36,2,1,1,3,2,1,1,1,0,0,1,0
474,1,18,4,A43,1245,0,2,4,0,2,2,33,2,1,1,2,1,0,1,2,0,0,0,1
475,0,18,0,A42,3114,0,1,1,0,4,1,26,2,0,1,2,1,0,1,2,0,1,0,0
476,3,39,2,A41,2569,2,2,4,0,4,2,24,2,1,1,2,1,0,1,1,0,0,1,0
477,2,24,2,A43,5152,0,3,4,0,2,2,25,0,1,1,2,1,0,1,1,0,0,1,0
478,1,12,2,A49,1037,1,3,3,0,4,0,39,2,1,1,1,1,0,1,1,0,0,1,0
479,0,15,4,A42,1478,0,4,4,0,4,2,44,2,1,2,2,2,1,1,1,0,0,1,0
480,1,12,4,A43,3573,0,2,1,0,1,0,23,2,1,1,1,1,0,1,1,0,1,0,0
481,1,24,2,A40,1201,0,1,4,0,1,1,26,2,1,1,2,1,0,1,1,0,0,1,0
482,0,30,2,A42,3622,3,4,4,0,4,1,57,2,0,2,2,1,1,1,1,0,1,0,0
483,3,15,3,A42,960,3,3,3,0,2,1,30,2,1,2,2,1,0,1,1,0,1,0,0
484,3,12,4,A40,1163,2,2,4,0,4,0,44,2,1,1,2,1,1,1,1,0,0,1,0
485,1,6,3,A40,1209,0,0,4,0,4,1,47,2,1,1,3,1,1,1,2,0,0,1,0
486,3,12,2,A43,3077,0,2,2,0,4,2,52,2,1,1,2,1,1,1,1,0,0,1,0
487,3,24,2,A40,3757,0,4,4,1,4,3,62,2,2,1,2,1,1,1,1,0,1,0,0
488,3,10,2,A40,1418,1,2,3,0,2,0,35,2,0,1,1,1,0,0,1,0,0,1,0
489,3,6,2,A40,3518,0,2,2,2,3,1,26,2,0,1,2,1,0,1,1,0,0,1,0
490,3,12,4,A43,1934,0,4,2,0,2,3,26,2,1,2,2,1,0,1,1,0,0,1,0
491,1,27,0,A49,8318,0,4,2,0,4,3,42,2,2,2,3,1,1,1,2,0,1,0,0
492,3,6,4,A43,1237,1,2,1,0,1,1,27,2,1,2,2,1,0,1,1,0,1,0,0
493,1,6,2,A43,368,4,4,4,0,4,1,38,2,1,1,2,1,0,1,1,0,0,1,0
494,0,12,4,A40,2122,0,2,3,0,2,0,39,2,0,2,1,2,0,0,1,0,0,1,0
495,0,24,2,A42,2996,4,2,2,0,4,2,20,2,1,1,2,1,0,1,2,0,0,0,1
496,1,36,2,A42,9034,1,1,4,1,1,3,29,2,0,1,3,1,1,1,2,0,0,1,0
497,3,24,4,A42,1585,0,3,4,0,3,1,40,2,1,2,2,1,0,1,1,0,0,1,0
498,1,18,2,A43,1301,0,4,4,2,2,0,32,2,1,1,1,1,0,1,1,0,0,0,1
499,2,6,4,A40,1323,1,4,2,0,4,2,28,2,1,2,2,2,1,1,1,1,0,0,0
500,0,24,2,A40,3123,0,1,4,0,1,1,27,2,1,1,2,1,0,1,2,0,1,0,0
501,0,36,2,A41,5493,0,4,2,0,4,3,42,2,2,1,2,2,0,1,1,0,0,1,0
502,2,9,2,A43,1126,1,4,2,0,4,0,49,2,1,1,2,1,0,1,1,1,0,0,0
503,1,24,4,A43,1216,1,1,4,0,4,3,38,0,1,2,2,2,0,1,2,0,0,1,0
504,0,24,2,A40,1207,0,1,4,0,4,1,24,2,0,1,2,1,0,1,2,0,1,0,0
505,3,10,2,A40,1309,4,2,4,2,4,1,27,2,1,1,1,1,0,1,2,0,0,1,0
506,2,15,4,A41,2360,2,2,2,0,2,2,36,2,1,1,2,1,1,1,1,0,0,1,0
507,1,15,1,A40,6850,1,0,1,0,2,1,34,2,1,1,3,2,1,1,2,0,0,1,0
508,3,24,2,A43,1413,0,2,4,0,2,1,28,2,1,1,2,1,0,1,1,0,0,0,1
509,3,39,2,A41,8588,1,4,4,0,2,2,45,2,1,1,3,1,1,1,1,0,0,1,0
510,0,12,2,A40,759,0,3,4,0,2,0,26,2,1,1,2,1,0,1,2,0,0,1,0
511,3,36,2,A41,4686,0,2,2,0,2,3,32,2,2,1,3,1,1,1,1,0,0,1,0
512,2,15,2,A49,2687,0,3,2,0,4,1,26,2,0,1,2,1,1,1,1,0,0,1,0
513,1,12,3,A43,585,0,2,4,1,4,0,20,2,0,2,2,1,0,1,1,0,0,0,1
514,3,24,2,A40,2255,4,1,4,0,1,1,54,2,1,1,2,1,0,1,1,0,0,1,0
515,0,6,4,A40,609,0,3,4,0,3,1,37,2,1,2,2,1,0,0,1,0,1,0,0
516,0,6,4,A40,1361,0,1,2,0,4,0,40,2,1,1,1,2,0,0,1,0,0,1,0
517,3,36,4,A42,7127,0,1,2,0,4,1,23,2,0,2,2,1,1,1,2,0,1,0,0
518,0,6,2,A40,1203,1,4,3,0,2,1,43,2,1,1,2,1,1,1,1,0,0,1,0
519,3,6,4,A43,700,4,4,4,0,4,3,36,2,2,2,2,1,0,1,1,0,0,1,0
520,3,24,4,A45,5507,0,4,3,0,4,3,44,2,2,2,2,1,0,1,1,0,0,1,0
521,0,18,2,A43,3190,0,2,2,0,2,0,24,2,1,1,2,1,0,1,2,0,1,0,0
522,0,48,0,A42,7119,0,2,3,0,4,3,53,2,2,2,2,2,0,1,2,0,0,1,0
523,3,24,2,A41,3488,1,3,3,0,4,2,23,2,1,1,2,1,0,1,1,0,1,0,0
524,1,18,2,A43,1113,0,2,4,2,4,0,26,2,1,1,1,2,0,1,1,0,1,0,0
525,1,26,2,A41,7966,0,1,2,0,3,2,30,2,1,2,2,1,0,1,1,0,0,1,0
526,3,15,4,A46,1532,1,2,4,0,3,2,31,2,1,1,2,1,0,1,1,0,1,0,0
527,3,4,4,A43,1503,0,3,2,0,1,0,42,2,1,2,1,2,0,1,1,0,0,1,0
528,0,36,2,A43,2302,0,2,4,0,4,2,31,2,0,1,2,1,0,1,2,1,0,0,0
529,0,6,2,A40,662,0,1,3,0,4,0,41,2,1,1,1,2,1,1,1,0,0,1,0
530,1,36,2,A46,2273,0,3,3,0,1,2,32,2,1,2,2,2,0,1,1,0,0,1,0
